id;Orden ID;Producto;Nombre;Cantidad;Precio;Total;Vendedor;Fecha;Impuesto;
3b1c962d;e72de456;50;COLOR RAIZ X50G;3;$700,00;$2.100,00;9f04044e;08/01/2021;1,19;
037b90c1;52ad5614;50;COLOR RAIZ X50G;4;$700,00;$2.800,00;9f04044e;10/01/2021;1,19;
7addf8af;d1c1e8db;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;9f04044e;08/02/2021;1,19;
7c6dc67f;c7b6cf8c;50;COLOR RAIZ X50G;12;$700,00;$8.400,00;9f04044e;08/02/2021;1,19;
69b6d156;1a248fee;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;c5abb107;10/02/2021;1,19;
2de65749;c48eb9d9;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;9f04044e;08/03/2021;1,19;
800a680b;6902ece6;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;c5abb107;09/03/2021;1,19;
56a0a1fa;5fd1ec53;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;c5abb107;11/03/2021;1,19;
99a20201;67900918;50;COLOR RAIZ X50G;12;$800,00;$9.600,00;c5abb107;12/03/2021;1,19;
2292ed5c;628e6c52;50;COLOR RAIZ X50G;2;$700,00;$1.400,00;c5abb107;08/04/2021;1,19;
d8981ab1;1a1f4855;50;COLOR RAIZ X50G;3;$700,00;$2.100,00;9f04044e;11/04/2021;1,19;
6ee36f80;dc9e4366;50;COLOR RAIZ X50G;2;$700,00;$1.400,00;c5abb107;11/04/2021;1,19;
5375611c;8882288c;50;COLOR RAIZ X50G;6;$800,00;$4.800,00;c5abb107;12/04/2021;1,19;
96fe0e29;cd986247;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;c5abb107;08/05/2021;1,19;
b1080797;04d85162;50;COLOR RAIZ X50G;7;$700,00;$4.900,00;c5abb107;08/05/2021;1,19;
aeaa3dc5;6fb9f3fc;50;COLOR RAIZ X50G;5;$700,00;$3.500,00;c5abb107;09/05/2021;1,19;
3295bfa8;66353e1e;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;9f04044e;09/05/2021;1,19;
f6b4c498;ad73d5aa;50;COLOR RAIZ X50G;5;$700,00;$3.500,00;9f04044e;10/05/2021;1,19;
7d2bf6c4;4b01e4af;50;COLOR RAIZ X50G;3;$700,00;$2.100,00;c5abb107;11/05/2021;1,19;
369cd735;b7c18cca;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;9f04044e;08/06/2021;1,19;
42f95b19;469115cd;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;c5abb107;08/07/2021;1,19;
140f3c58;25d92c91;50;COLOR RAIZ X50G;8;$700,00;$5.600,00;c5abb107;09/07/2021;1,19;
8c541f53;0e1e7ef8;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;c5abb107;10/07/2021;1,19;
b0bbb981;0f099ede;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;9f04044e;10/07/2021;1,19;
7270c50c;f28921c3;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;c5abb107;10/07/2021;1,19;
43316118;2c5ee047;50;COLOR RAIZ X50G;3;$800,00;$2.400,00;9f04044e;12/07/2021;1,19;
9aba870f;cdda22b9;50;COLOR RAIZ X50G;4;$800,00;$3.200,00;9f04044e;12/07/2021;1,19;
842102d8;388a768c;50;COLOR RAIZ X50G;3;$800,00;$2.400,00;53de5b54;12/07/2021;1,19;
fd1829c3;54471acf;50;COLOR RAIZ X50G;3;$800,00;$2.400,00;53de5b54;12/07/2021;1,19;
b5135c78;93f930c8;50;COLOR RAIZ X50G;5;$800,00;$4.000,00;c5abb107;12/07/2021;1,19;
dd2c0d58;3e6d8b3d;50;COLOR RAIZ X50G;2;$700,00;$1.400,00;c5abb107;09/08/2021;1,19;
15e0511a;2e2ac421;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;c5abb107;09/08/2021;1,19;
fdd4cfc9;de0c1efd;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;9f04044e;09/08/2021;1,19;
960682c9;ff9551a7;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;9f04044e;09/08/2021;1,19;
d18af18d;671f0c84;50;COLOR RAIZ X50G;12;$800,00;$9.600,00;c5abb107;12/08/2021;1,19;
de5f8e8e;0ed65afc;50;COLOR RAIZ X50G;6;$800,00;$4.800,00;53de5b54;12/08/2021;1,19;
acd8db5e;5bfb0935;50;COLOR RAIZ X50G;8;$700,00;$5.600,00;c5abb107;11/09/2021;1,19;
f15187b1;2ea235ca;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;53de5b54;11/09/2021;1,19;
261360da;e36965e4;50;COLOR RAIZ X50G;4;$700,00;$2.800,00;c5abb107;11/09/2021;1,19;
f0e5ba7c;cfb51b32;50;COLOR RAIZ X50G;5;$700,00;$3.500,00;53de5b54;11/09/2021;1,19;
3e21a3a7;405f93b3;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;53de5b54;11/09/2021;1,19;
f289f47b;af687d2f;50;COLOR RAIZ X50G;8;$700,00;$5.600,00;c5abb107;11/09/2021;1,19;
7460b5c2;b5ce85dc;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;53de5b54;11/09/2021;1,19;
f456cad7;baaa6a98;50;COLOR RAIZ X50G;3;$700,00;$2.100,00;c5abb107;08/10/2021;1,19;
afda451a;236b9564;50;COLOR RAIZ X50G;5;$700,00;$3.500,00;9f04044e;11/10/2021;1,19;
3783d865;043213b7;50;COLOR RAIZ X50G;20;$700,00;$14.000,00;9f04044e;11/10/2021;1,19;
e56fb759;7ba06f52;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;c5abb107;08/11/2021;1,19;
e90d66cc;9c831655;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;c5abb107;08/11/2021;1,19;
57d95e22;73a74837;50;COLOR RAIZ X50G;4;$700,00;$2.800,00;c5abb107;10/11/2021;1,19;
f8b5753a;19d1bf3a;50;COLOR RAIZ X50G;4;$700,00;$2.800,00;c5abb107;10/11/2021;1,19;
0cff13aa;cd50e944;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;c5abb107;10/11/2021;1,19;
038c0508;c15a0233;50;COLOR RAIZ X50G;11;$800,00;$8.800,00;c5abb107;12/11/2021;1,19;
0521291d;aa047f31;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;9f04044e;08/12/2021;1,19;
1f823ec6;81517451;50;COLOR RAIZ X50G;3;$700,00;$2.100,00;9f04044e;09/12/2021;1,19;
4b045f4d;374ea5f4;50;COLOR RAIZ X50G;4;$700,00;$2.800,00;c5abb107;09/12/2021;1,19;
ba78935b;9a680d87;50;COLOR RAIZ X50G;12;$700,00;$8.400,00;c5abb107;09/12/2021;1,19;
3d1e50ad;67c84ae5;50;COLOR RAIZ X50G;4;$700,00;$2.800,00;c5abb107;10/12/2021;1,19;
d86b1349;414233fd;50;COLOR RAIZ X50G;6;$700,00;$4.200,00;9f04044e;10/12/2021;1,19;
e26fdc2a;4e84ddea;50;COLOR RAIZ X50G;8;$700,00;$5.600,00;c5abb107;10/12/2021;1,19;
6b70b654;c695ba0f;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;490dc6e8;02/01/2022;1,19;
d382cb9d;5a518337;50;AZAFRAN DE RAIZ X50G;5;$800,00;$4.000,00;490dc6e8;02/01/2022;1,19;
99c1d0e1;c8f5bda7;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;c5abb107;02/01/2022;1,19;
5e7d1462;0405c64d;50;AZAFRAN DE RAIZ X50G;12;$800,00;$9.600,00;c5abb107;02/01/2022;1,19;
845e397d;654a967c;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;02/01/2022;1,19;
97105ac9;c9c67411;50;AZAFRAN DE RAIZ X50G;5;$800,00;$4.000,00;c5abb107;03/01/2022;1,19;
99297a7f;5385fdaa;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;c5abb107;03/01/2022;1,19;
7ec85af2;c32eab33;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;c5abb107;03/01/2022;1,19;
e87eeb03;11d952f2;50;AZAFRAN DE RAIZ X50G;7;$800,00;$5.600,00;c5abb107;06/01/2022;1,19;
12c7eb0d;9d3695a7;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;c5abb107;06/01/2022;1,19;
134cc8cd;b24c0efc;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;06/01/2022;1,19;
ff4754aa;4aff4bb6;50;AZAFRAN DE RAIZ X50G;7;$800,00;$5.600,00;9f04044e;08/01/2022;1,19;
fbd6243a;6785e86f;50;AZAFRAN DE RAIZ X50G;15;$800,00;$12.000,00;9f04044e;08/01/2022;1,19;
d1907f99;41c5c33a;50;AZAFRAN DE RAIZ X50G;5;$800,00;$4.000,00;9f04044e;08/01/2022;1,19;
54a9024e;8bf044d3;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;9f04044e;08/01/2022;1,19;
1e202efd;8844a84b;50;AZAFRAN DE RAIZ X50G;4;$900,00;$3.600,00;c5abb107;11/01/2022;1,19;
1ee05ead;a689955d;50;AZAFRAN DE RAIZ X50G;4;$900,00;$3.600,00;c5abb107;11/01/2022;1,19;
48e44c72;3fd0f53d;50;AZAFRAN DE RAIZ X50G;6;$900,00;$5.400,00;c5abb107;11/01/2022;1,19;
577bc094;bb644aca;50;AZAFRAN DE RAIZ X50G;12;$900,00;$10.800,00;c5abb107;11/01/2022;1,19;
e058c421;8b83681b;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;c5abb107;02/02/2022;1,19;
4d874d0f;c22683f6;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;c5abb107;02/02/2022;1,19;
0a55a7d6;12b7d69d;50;AZAFRAN DE RAIZ X50G;5;$800,00;$4.000,00;c5abb107;02/02/2022;1,19;
9a711afc;52b499be;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;c5abb107;03/02/2022;1,19;
5aa9187e;0584b7f0;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;c5abb107;03/02/2022;1,19;
a5d2eb89;99d4bcb7;50;AZAFRAN DE RAIZ X50G;3;$800,00;$2.400,00;c5abb107;04/02/2022;1,19;
a6e47eb2;1ecf170a;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;04/02/2022;1,19;
5238b0d0;18f6899f;50;AZAFRAN DE RAIZ X50G;8;$800,00;$6.400,00;c5abb107;05/02/2022;1,19;
06e215e3;12a422a7;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;08/02/2022;1,19;
a6b2e67f;632f9848;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;9f04044e;08/02/2022;1,19;
f9059c43;974432d5;50;AZAFRAN DE RAIZ X50G;5;$800,00;$4.000,00;9f04044e;08/02/2022;1,19;
61c0e49c;96844790;50;AZAFRAN DE RAIZ X50G;3;$800,00;$2.400,00;9f04044e;08/02/2022;1,19;
24abdaf6;a85ee4f5;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;9f04044e;08/02/2022;1,19;
4ad8c4cc;57a5b795;50;AZAFRAN DE RAIZ X50G;5;$800,00;$4.000,00;9f04044e;08/02/2022;1,19;
fffd00a5;74c65531;50;AZAFRAN DE RAIZ X50G;5;$800,00;$4.000,00;9f04044e;08/02/2022;1,19;
b22529c6;5a452260;50;AZAFRAN DE RAIZ X50G;4;$900,00;$3.600,00;c5abb107;11/02/2022;1,19;
bcb0adef;02db6a06;50;COLOR RAIZ X50G;6;$800,00;$4.800,00;c5abb107;01/03/2022;1,19;
c95ea9b8;9124ff25;50;AZAFRAN DE RAIZ X50G;10;$800,00;$8.000,00;c5abb107;01/03/2022;1,19;
654f516a;7779c018;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;01/03/2022;1,19;
dbe47b43;bef86518;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;490dc6e8;02/03/2022;1,19;
4b3e0ac7;1aa1af84;50;AZAFRAN DE RAIZ X50G;8;$800,00;$6.400,00;c5abb107;05/03/2022;1,19;
076626d8;171e081e;50;AZAFRAN DE RAIZ X50G;5;$800,00;$4.000,00;c5abb107;05/03/2022;1,19;
c55c96d4;b0e20c5c;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;9f04044e;08/03/2022;1,19;
9c3f17ae;b1b77a0c;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;9f04044e;08/03/2022;1,19;
d44c927d;e93ff1b6;50;AZAFRAN DE RAIZ X50G;6;$900,00;$5.400,00;c5abb107;10/03/2022;1,19;
7e87663b;60dc4e5b;50;AZAFRAN DE RAIZ X50G;12;$900,00;$10.800,00;c5abb107;10/03/2022;1,19;
e1dbe97f;4a0a9224;50;AZAFRAN DE RAIZ X50G;7;$900,00;$6.300,00;c5abb107;10/03/2022;1,19;
5af528de;6d5587aa;50;AZAFRAN DE RAIZ X50G;4;$900,00;$3.600,00;c5abb107;10/03/2022;1,19;
e20a9f58;2e57e673;50;AZAFRAN DE RAIZ X50G;4;$900,00;$3.600,00;c5abb107;11/03/2022;1,19;
1fe10bff;805cf143;50;AZAFRAN DE RAIZ X50G;10;$800,00;$8.000,00;490dc6e8;02/04/2022;1,19;
427a71c5;7eb8219e;50;AZAFRAN DE RAIZ X50G;4;$900,00;$3.600,00;c5abb107;10/04/2022;1,19;
83f3dc06;5ec5364e;50;AZAFRAN DE RAIZ X50G;10;$900,00;$9.000,00;c5abb107;10/04/2022;1,19;
f8ad55e4;94b9409f;50;AZAFRAN DE RAIZ X50G;3;$900,00;$2.700,00;c5abb107;10/04/2022;1,19;
ae6cc9ac;5d27e6b7;50;AZAFRAN DE RAIZ X50G;8;$900,00;$7.200,00;c5abb107;10/04/2022;1,19;
71729882;133f2f06;50;AZAFRAN DE RAIZ X50G;3;$800,00;$2.400,00;53de5b54;01/05/2022;1,19;
04c1661b;5cc08c97;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;53de5b54;01/05/2022;1,19;
28216f8e;956d83d7;50;AZAFRAN DE RAIZ X50G;10;$800,00;$8.000,00;c5abb107;04/05/2022;1,19;
1d6fed46;bfdb1e52;50;AZAFRAN DE RAIZ X50G;5;$800,00;$4.000,00;9f04044e;07/05/2022;1,19;
4a039027;555fef8d;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;9f04044e;07/05/2022;1,19;
6464b4e8;4478acd7;50;AZAFRAN DE RAIZ X50G;12;$800,00;$9.600,00;9f04044e;07/05/2022;1,19;
1f903c6b;4441a67f;50;AZAFRAN DE RAIZ X50G;9;$800,00;$7.200,00;c5abb107;09/05/2022;1,19;
cac4faa5;0d67948b;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;09/05/2022;1,19;
380e98f7;d47fcc0d;50;AZAFRAN DE RAIZ X50G;8;$900,00;$7.200,00;c5abb107;10/05/2022;1,19;
db69f52a;3d265ff3;50;AZAFRAN DE RAIZ X50G;6;$900,00;$5.400,00;c5abb107;10/05/2022;1,19;
8d3ec6de;cc8158d7;50;AZAFRAN DE RAIZ X50G;5;$900,00;$4.500,00;c5abb107;11/05/2022;1,19;
f829ced2;95173d5d;50;AZAFRAN DE RAIZ X50G;3;$800,00;$2.400,00;c5abb107;02/06/2022;1,19;
f04d34c5;ca39f7ea;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;c5abb107;04/06/2022;1,19;
032338a4;1702860d;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;06/06/2022;1,19;
4bb5fe22;793336ff;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;c5abb107;06/06/2022;1,19;
62c2d839;d8ad8ec8;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;9f04044e;07/06/2022;1,19;
55cb6803;4f630643;50;AZAFRAN DE RAIZ X50G;8;$800,00;$6.400,00;c5abb107;07/06/2022;1,19;
a21ad970;a080821b;50;AZAFRAN DE RAIZ X50G;12;$800,00;$9.600,00;9f04044e;07/06/2022;1,19;
e1234289;5cecf08c;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;9f04044e;07/06/2022;1,19;
b420db1c;e29bccca;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;9f04044e;07/06/2022;1,19;
ec5a81dd;9b1a9b2b;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;09/06/2022;1,19;
937d46e4;c9fa9adf;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;c5abb107;09/06/2022;1,19;
5c4f998e;14fb797a;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;09/06/2022;1,19;
1d890b81;6e0a4531;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;c5abb107;09/06/2022;1,19;
4b5ddb15;263b67c7;50;AZAFRAN DE RAIZ X50G;10;$900,00;$9.000,00;c5abb107;10/06/2022;1,19;
db6190bc;9eec2f12;50;AZAFRAN DE RAIZ X50G;10;$800,00;$8.000,00;c5abb107;01/07/2022;1,19;
9cc96781;da35d528;50;AZAFRAN DE RAIZ X50G;12;$800,00;$9.600,00;53de5b54;01/07/2022;1,19;
71fbb014;2455c84c;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;c5abb107;06/07/2022;1,19;
41afe2db;7d877a5d;50;AZAFRAN DE RAIZ X50G;12;$800,00;$9.600,00;c5abb107;06/07/2022;1,19;
9407fed8;7413cfce;50;AZAFRAN DE RAIZ X50G;10;$800,00;$8.000,00;c5abb107;06/07/2022;1,19;
eb132a52;3c6748c5;50;AZAFRAN DE RAIZ X50G;3;$800,00;$2.400,00;c5abb107;07/07/2022;1,19;
b54f61f0;67bb21b2;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;9f04044e;07/07/2022;1,19;
b68905da;4be34cd8;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;07/07/2022;1,19;
eb6e40d2;6c236cb9;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;09/07/2022;1,19;
4cbacdf6;b4284840;50;AZAFRAN DE RAIZ X50G;6;$900,00;$5.400,00;c5abb107;11/07/2022;1,19;
fa65a0e5;d1290926;50;AZAFRAN DE RAIZ X50G;6;$900,00;$5.400,00;c5abb107;11/07/2022;1,19;
ade7448e;10c2b38c;50;AZAFRAN DE RAIZ X50G;3;$900,00;$2.700,00;c5abb107;11/07/2022;1,19;
9fb5408b;19c2f1e2;50;AZAFRAN DE RAIZ X50G;3;$900,00;$2.700,00;c5abb107;11/07/2022;1,19;
bc58f743;2663667b;50;AZAFRAN DE RAIZ X50G;8;$900,00;$7.200,00;c5abb107;11/07/2022;1,19;
f069890a;360dd06e;50;AZAFRAN DE RAIZ X50G;2;$800,00;$1.600,00;c5abb107;02/08/2022;1,19;
ffd0a012;75ee806a;50;AZAFRAN DE RAIZ X50G;2;$800,00;$1.600,00;c5abb107;03/08/2022;1,19;
e2b707b3;33677874;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;06/08/2022;1,19;
c5091b7b;4f600e92;50;AZAFRAN DE RAIZ X50G;5;$800,00;$4.000,00;9f04044e;08/08/2022;1,19;
c87f9f75;aaed31da;50;AZAFRAN DE RAIZ X50G;2;$900,00;$1.800,00;c5abb107;11/08/2022;1,19;
156121d0;871db9d8;50;AZAFRAN DE RAIZ X50G;6;$900,00;$5.400,00;c5abb107;11/08/2022;1,19;
c4d2126f;83e36ece;50;AZAFRAN DE RAIZ X50G;6;$900,00;$5.400,00;c5abb107;11/08/2022;1,19;
2d73d620;eeb638bc;50;AZAFRAN DE RAIZ X50G;24;$800,00;$19.200,00;490dc6e8;02/09/2022;1,19;
25a9c5f0;b33cc3b0;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;02/09/2022;1,19;
55bb9866;7814f77a;50;AZAFRAN DE RAIZ X50G;3;$800,00;$2.400,00;c5abb107;08/09/2022;1,19;
aad5a41b;83d4651f;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;9f04044e;08/09/2022;1,19;
1005d4e4;c51eef39;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;9f04044e;08/09/2022;1,19;
b3c9c0ee;76d22bdb;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;9f04044e;08/09/2022;1,19;
43ad9057;54082dbc;50;AZAFRAN DE RAIZ X50G;3;$900,00;$2.700,00;c5abb107;11/09/2022;1,19;
8346d5d0;fc00e304;50;AZAFRAN DE RAIZ X50G;3;$900,00;$2.700,00;c5abb107;11/09/2022;1,19;
344f6fe1;7a6cb466;50;AZAFRAN DE RAIZ X50G;5;$900,00;$4.500,00;c5abb107;11/09/2022;1,19;
a881cbc7;64a955f9;50;AZAFRAN DE RAIZ X50G;5;$800,00;$4.000,00;c5abb107;03/10/2022;1,19;
1683bf5b;ecd858b5;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;c5abb107;03/10/2022;1,19;
097ebbe6;83bcb268;50;AZAFRAN DE RAIZ X50G;12;$800,00;$9.600,00;c5abb107;05/10/2022;1,19;
f17ba60a;3a1611c6;50;AZAFRAN DE RAIZ X50G;5;$800,00;$4.000,00;c5abb107;05/10/2022;1,19;
e4961f3e;ba15b181;50;AZAFRAN DE RAIZ X50G;8;$800,00;$6.400,00;c5abb107;05/10/2022;1,19;
0ad6948d;450b126f;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;9f04044e;08/10/2022;1,19;
02a26133;1d0ceebf;50;AZAFRAN DE RAIZ X50G;6;$900,00;$5.400,00;c5abb107;10/10/2022;1,19;
9f506ee2;84c2e505;50;AZAFRAN DE RAIZ X50G;8;$900,00;$7.200,00;c5abb107;10/10/2022;1,19;
497c37d5;622f6a2b;50;AZAFRAN DE RAIZ X50G;6;$900,00;$5.400,00;c5abb107;10/10/2022;1,19;
5524262e;3080b561;50;AZAFRAN DE RAIZ X50G;3;$900,00;$2.700,00;c5abb107;11/10/2022;1,19;
7246151f;7fcdb79d;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;01/11/2022;1,19;
bd42a701;27677379;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;01/11/2022;1,19;
5ba70a61;9c6f16d4;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;02/11/2022;1,19;
9f836750;793204fe;50;AZAFRAN DE RAIZ X50G;7;$800,00;$5.600,00;490dc6e8;02/11/2022;1,19;
45d4f63f;8ef1af2b;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;490dc6e8;02/11/2022;1,19;
733d822a;d6b91953;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;02/11/2022;1,19;
8ac13eb9;d116d3a9;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;c5abb107;04/11/2022;1,19;
bbb81ec4;a52ce26e;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;c5abb107;04/11/2022;1,19;
6c9940c8;566c131d;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;04/11/2022;1,19;
c0a5ca49;88f16008;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;04/11/2022;1,19;
91fa203e;0a104601;50;AZAFRAN DE RAIZ X50G;3;$800,00;$2.400,00;c5abb107;05/11/2022;1,19;
a62bef62;13c7dd81;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;c5abb107;05/11/2022;1,19;
784adbcb;6797179b;50;AZAFRAN DE RAIZ X50G;12;$800,00;$9.600,00;9f04044e;07/11/2022;1,19;
e9bdaba2;a05d7129;50;AZAFRAN DE RAIZ X50G;8;$800,00;$6.400,00;9f04044e;07/11/2022;1,19;
eb9f2fe8;ee257e4c;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;9f04044e;07/11/2022;1,19;
a5b1b7e2;6178c8f1;50;AZAFRAN DE RAIZ X50G;15;$900,00;$13.500,00;c5abb107;10/11/2022;1,19;
66d90718;20632c07;50;AZAFRAN DE RAIZ X50G;3;$900,00;$2.700,00;c5abb107;10/11/2022;1,19;
45171c9a;c042c0f9;50;AZAFRAN DE RAIZ X50G;3;$900,00;$2.700,00;c5abb107;10/11/2022;1,19;
d5b4426c;69a7fe86;50;AZAFRAN DE RAIZ X50G;6;$900,00;$5.400,00;c5abb107;10/11/2022;1,19;
2e47462b;e12de5ca;50;AZAFRAN DE RAIZ X50G;10;900;9000;c5abb107;05/12/2022;1,19;
0ed60d1f;13f7e0bc;50;AZAFRAN DE RAIZ X50G;6;900;5400;c5abb107;05/12/2022;1,19;
7a7c07dd;28b30820;50;AZAFRAN DE RAIZ X50G;10;900;9000;c5abb107;05/12/2022;1,19;
e299056e;03cedfb3;50;AZAFRAN DE RAIZ X50G;4;900;3600;c5abb107;06/12/2022;1,19;
7e7dd904;c35c3a24;50;AZAFRAN DE RAIZ X50G;3;900;2700;c5abb107;06/12/2022;1,19;
3d5fb3ea;7ef77584;50;AZAFRAN DE RAIZ X50G;4;900;3600;c5abb107;06/12/2022;1,19;
e8d55f5c;28d2e97f;50;AZAFRAN DE RAIZ X50G;6;900;5400;c5abb107;06/12/2022;1,19;
60bee62d;23ec408d;50;AZAFRAN DE RAIZ X50G;12;900;10800;c5abb107;06/12/2022;1,19;
6984a03c;47091aa3;50;AZAFRAN DE RAIZ X50G;3;$800,00;$2.400,00;9f04044e;07/12/2022;1,19;
b8586996;be20579f;50;AZAFRAN DE RAIZ X50G;2;$800,00;$1.600,00;9f04044e;07/12/2022;1,19;
607993a3;b9a62f8b;50;AZAFRAN DE RAIZ X50G;4;900;3600;c5abb107;07/12/2022;1,19;
9ed2af4e;5adaa6c6;50;AZAFRAN DE RAIZ X50G;4;900;3600;c5abb107;07/12/2022;1,19;
84537160;c5495005;50;AZAFRAN DE RAIZ X50G;4;900;3600;c5abb107;07/12/2022;1,19;
92976db1;5aeecb97;50;AZAFRAN DE RAIZ X50G;3;$800,00;$2.400,00;c5abb107;09/12/2022;1,19;
821f0479;69689f8a;50;AZAFRAN DE RAIZ X50G;4;$800,00;$3.200,00;c5abb107;09/12/2022;1,19;
de9469e7;7f8a2f9d;50;AZAFRAN DE RAIZ X50G;3;$800,00;$2.400,00;c5abb107;09/12/2022;1,19;
b375ca1f;4e28379f;50;AZAFRAN DE RAIZ X50G;2;$800,00;$1.600,00;c5abb107;09/12/2022;1,19;
b248a3e1;adc617ea;50;AZAFRAN DE RAIZ X50G;6;$800,00;$4.800,00;c5abb107;09/12/2022;1,19;
5a17df4f;ebb53b51;50;AZAFRAN DE RAIZ X50G;12;$800,00;$9.600,00;c5abb107;09/12/2022;1,19;
9441c33e;ee0d8421;50;AZAFRAN DE RAIZ X50G;6;$900,00;$5.400,00;c5abb107;10/12/2022;1,19;
0b5cab1e;97ba23ac;50;AZAFRAN DE RAIZ X50G;6;$900,00;$5.400,00;c5abb107;10/12/2022;1,19;
cf41e9f2;dd1ff8d4;50;AZAFRAN DE RAIZ X50G;4;$900,00;$3.600,00;c5abb107;10/12/2022;1,19;
e6c467a1;bb28dd22;50;AZAFRAN DE RAIZ X50G;6;$900,00;$5.400,00;c5abb107;10/12/2022;1,19;
a0def9f3;3094156c;50;AZAFRAN DE RAIZ X50G;8;900;7200;c5abb107;12/12/2022;1,19;
